4232,Children's Family Services,Equipment and Materials Purcha,10/6/2015,pallikarnai,8161
6502,Children's Family Services,Food Costs,10/6/2015,medavakkam,40
5578,Children's Education & Skills,Cleaning and domestic material,10/6/2015,sipcot,26600
5694,Children's Education & Skills,Travelling Expenses,10/6/2015,karapakkam,60
5165,Children's Family Services,Other Services,10/6/2015,karapakkam,239
5654,Children's Family Services,Other Services,10/6/2015,pallikarnai,708
5033,Children's Family Services,Food Costs,10/6/2015,karapakkam,799
3204,Children's Family Services,Cleaning and domestic material,10/7/2015,pallikarnai,80
5852,Children's Family Services,Books-CDs-Audio-Video,10/7/2015,karapakkam,999
4316,Children's Family Services,Miscellaneous Expenses,10/7/2015,medavakkam,2030
5012,Children's Family Services,Other Transfer Payments to Soc,10/7/2015,medavakkam,16729
4347,Children's Family Services,Food Costs,10/7/2015,karapakkam,340
3139,Children's Family Services,Food Costs,10/7/2015,medavakkam,19123
3170,Children's Family Services,General Office Expenses,10/8/2015,medavakkam,6220
4957,Children's Family Services,Cleaning and domestic material,10/8/2015,karapakkam,1200
5904,Children's Family Services,Other Services,10/9/2015,medavakkam,19216
5178,Children's Family Services,Other Transfer Payments to Soc,10/9/2015,sipcot,3000
3190,Children's Family Services,Food Costs,10/10/2015,pallikarnai,6314
5741,Children's Family Services,Travelling Expenses,10/10/2015,karapakkam,2000
6707,Children's Family Services,Food Costs,10/11/2015,pallikarnai,2439
4252,Adults and Communities,Training,10/12/2015,karapakkam,42000
5298,Children's Family Services,Food Costs,10/12/2015,pallikarnai,1488
7162,Children's Family Services,Food Costs,10/13/2015,karapakkam,11235
5694,Children's Family Services,Books-CDs-Audio-Video,10/13/2015,pallikarnai,555
6621,Adults and Communities,Training,10/13/2015,pallikarnai,13334
3275,Children's Family Services,Miscellaneous Expenses,10/13/2015,sipcot,2340
7463,Children's Service DSG,Equipment and Materials Purcha,10/13/2015,sipcot,37400
4921,Children's Service DSG,Equipment and Materials Purcha,10/13/2015,sipcot,29599
4511,Children's Family Services,E19 - Learning Resources,10/14/2015,medavakkam,106
5660,Children's Family Services,Food Costs,10/15/2015,medavakkam,5412
6521,Children's Family Services,Miscellaneous Expenses,10/15/2015,medavakkam,11500
5719,Children's Education & Skills,Travelling Expenses,10/15/2015,sipcot,8070
5230,Children's Family Services,Equipment and Materials Purcha,10/16/2015,pallikarnai,15690
7100,Children's Education & Skills,Food Costs,10/16/2015,sipcot,23688
4459,Children's Family Services,Other Services,10/17/2015,sipcot,8200
4424,Children's Family Services,Cleaning and domestic material,10/17/2015,medavakkam,105
5485,Children's Education & Skills,Equipment and Materials Purcha,10/18/2015,medavakkam,37500
5817,Children's Family Services,Travelling Expenses,10/18/2015,medavakkam,2000
6736,Children's Family Services,Stationery,10/18/2015,medavakkam,1299
4616,Children's Family Services,Building Repairs & Maintenance,10/18/2015,sipcot,1899
5684,Children's Family Services,Other Services,10/18/2015,medavakkam,6500
4873,Children's Family Services,Other Transfer Payments to Soc,10/19/2015,sipcot,7500
6904,Children's Education & Skills,Equipment and Materials Purcha,10/19/2015,pallikarnai,2163
7191,Children's Family Services,Food Costs,10/19/2015,medavakkam,180
6538,Children's Family Services,Other Transfer Payments to Soc,10/19/2015,medavakkam,12725
5358,Children's Family Services,Subscriptions,10/20/2015,karapakkam,12035
5822,Children's Family Services,E19 - Learning Resources,10/20/2015,sipcot,291
6089,Children's Family Services,Equipment and Materials Purcha,10/21/2015,sipcot,2003
6038,Children's Family Services,Food Costs,10/22/2015,pallikarnai,1160
5472,Children's Family Services,Food Costs,10/22/2015,pallikarnai,16708
7434,Children's Family Services,Food Costs,10/22/2015,pallikarnai,14344
5957,Children's Family Services,Equipment and Materials Purcha,10/22/2015,sipcot,9361
6207,Children's Family Services,Equipment and Materials Purcha,10/22/2015,karapakkam,2997
6246,Children's Family Services,Telephones Calls,10/22/2015,karapakkam,8388
5749,Children's Family Services,Other Services,10/23/2015,pallikarnai,30000
4422,Children's Family Services,Food Costs,10/23/2015,medavakkam,267
5477,Assurance,Stationery,10/23/2015,karapakkam,66050
4208,Children's Family Services,Cleaning and domestic material,10/23/2015,pallikarnai,2425
5431,Children's Education & Skills,Postage,10/24/2015,medavakkam,18900
5063,Streetscene,Vehicle Running Costs,10/24/2015,medavakkam,20250
5303,Children's Family Services,Travelling Expenses,10/24/2015,pallikarnai,2000
3189,Children's Family Services,Other Services,10/25/2015,sipcot,15000
5634,Children's Family Services,Miscellaneous Expenses,10/25/2015,pallikarnai,5790
4301,Children's Family Services,Training,10/25/2015,karapakkam,40000
6273,Adults and Communities,Publications,10/25/2015,sipcot,139104
4686,Children's Education & Skills,Travelling Expenses,10/25/2015,sipcot,2450
3071,Children's Family Services,Electricity,10/25/2015,sipcot,14699
6258,Children's Family Services,Food Costs,10/26/2015,pallikarnai,3215
5373,Children's Family Services,Travelling Expenses,10/26/2015,pallikarnai,2000
5542,Children's Family Services,Other Transfer Payments to Soc,10/26/2015,pallikarnai,1500
6903,Children's Education & Skills,Food Costs,10/26/2015,medavakkam,1500
4423,Children's Family Services,Equipment and Materials Purcha,10/26/2015,medavakkam,13160
6287,Children's Family Services,Food Costs,10/27/2015,medavakkam,10841
6201,Children's Family Services,Equipment and Materials Purcha,10/27/2015,medavakkam,2499
6998,Children's Family Services,Food Costs,10/27/2015,medavakkam,15711
7176,Children's Family Services,Food Costs,10/27/2015,medavakkam,18412
5712,Children's Family Services,Food Costs,10/28/2015,medavakkam,1345
5256,Children's Family Services,E25 - Catering Supplies,10/28/2015,karapakkam,20758
5799,Children's Family Services,Subscriptions,10/28/2015,sipcot,10800
5678,Children's Family Services,Telephones Calls,10/29/2015,medavakkam,4933
5153,Children's Family Services,Telephones Calls,10/29/2015,karapakkam,7692
6019,Children's Family Services,Cleaning and domestic material,10/29/2015,medavakkam,275
7279,Children's Education & Skills,Food Costs,10/30/2015,pallikarnai,2310
6802,Children's Education & Skills,Food Costs,10/30/2015,sipcot,1330
5214,Children's Family Services,Food Costs,10/30/2015,pallikarnai,285
5590,Children's Family Services,Travelling Expenses,10/31/2015,medavakkam,2000
6082,Children's Family Services,Stationery,10/31/2015,pallikarnai,1194
6966,Children's Family Services,Building Repairs & Maintenance,11/1/2015,pallikarnai,5220
3296,Children's Education & Skills,Travelling Expenses,11/1/2015,karapakkam,1385
6986,Children's Family Services,Building Repairs & Maintenance,11/1/2015,pallikarnai,33333
4134,Children's Family Services,Other Transfer Payments to Soc,11/2/2015,sipcot,2550
3273,Children's Family Services,Other Transfer Payments to Soc,11/2/2015,sipcot,2000
3063,Customer Support Group,Fees and Charges,11/3/2015,karapakkam,8640
5773,Children's Family Services,Equipment and Materials Purcha,11/3/2015,sipcot,8078
5890,Streetscene,Equipment and Materials Purcha,11/4/2015,karapakkam,3135
6221,Children's Family Services,Cleaning and domestic material,11/4/2015,medavakkam,2400
7029,Children's Family Services,Building Repairs & Maintenance,11/4/2015,pallikarnai,34133
4455,Children's Family Services,Equipment and Materials Purcha,11/4/2015,sipcot,10138
4552,Children's Family Services,Food Costs,11/4/2015,pallikarnai,6185
6423,Children's Family Services,E19 - Learning Resources,11/5/2015,medavakkam,7978
4299,Children's Family Services,E19 - Learning Resources,11/5/2015,karapakkam,9000
5254,Children's Family Services,Equipment and Materials Purcha,11/7/2015,pallikarnai,650
6861,Children's Family Services,Equipment and Materials Purcha,11/7/2015,sipcot,3760
6014,Children's Family Services,Publications,11/9/2015,medavakkam,60
5859,Streetscene,Equipment and Materials Purcha,11/9/2015,sipcot,1999
6941,Children's Family Services,Books-CDs-Audio-Video,11/9/2015,karapakkam,20655
6393,Streetscene,Vehicle Running Costs,11/11/2015,karapakkam,22750
5987,Children's Family Services,Publications,11/12/2015,pallikarnai,60
4888,Children's Family Services,Equipment and Materials Purcha,11/12/2015,medavakkam,340
4214,Children's Service DSG,Equipment and Materials Purcha,11/12/2015,medavakkam,9086
5510,Children's Family Services,Stationery,11/12/2015,karapakkam,5700
6643,Children's Family Services,Other Services,11/12/2015,medavakkam,2138
7226,Children's Family Services,Equipment and Materials Purcha,11/13/2015,pallikarnai,1300
5664,Children's Family Services,Travelling Expenses,11/13/2015,sipcot,2000
4983,Children's Family Services,Postage,11/13/2015,pallikarnai,5566
5085,Children's Family Services,Books-CDs-Audio-Video,11/13/2015,sipcot,1694
4838,Children's Family Services,Stationery,11/14/2015,sipcot,4457
5784,Children's Family Services,Building Repairs & Maintenance,11/14/2015,medavakkam,182
6401,Children's Family Services,Other Services,11/15/2015,pallikarnai,758
5774,Children's Family Services,Miscellaneous Expenses,11/15/2015,pallikarnai,7900
7142,Children's Family Services,Food Costs,11/16/2015,medavakkam,1291
6352,Children's Education & Skills,Software Licences & Support,11/16/2015,karapakkam,11175
6935,Children's Family Services,Other Services,11/17/2015,pallikarnai,4112
4230,Children's Family Services,Publications,11/17/2015,sipcot,1231
7037,Children's Family Services,Books-CDs-Audio-Video,11/18/2015,medavakkam,350
4882,Children's Family Services,Other Services,11/18/2015,pallikarnai,1909
5745,Children's Family Services,Equipment and Materials Purcha,11/19/2015,medavakkam,4166
6743,Children's Education & Skills,Equipment and Materials Repair,11/19/2015,karapakkam,2770
5776,Children's Family Services,Other Services,11/19/2015,sipcot,5020
3168,Children's Family Services,Other Agencies - Third Party P,11/20/2015,pallikarnai,1875
5061,Streetscene,Vehicle Running Costs,11/20/2015,medavakkam,22750
4149,Children's Family Services,Food Costs,11/20/2015,medavakkam,6180
4892,Children's Family Services,Other Services,11/21/2015,sipcot,1616
5782,Children's Family Services,Building Repairs & Maintenance,11/21/2015,karapakkam,298
3279,Children's Family Services,Equipment and Materials Purcha,11/22/2015,medavakkam,1398
6838,Children's Service DSG,Conference Expenses,11/22/2015,pallikarnai,22950
6969,Children's Family Services,Cleaning and domestic material,11/22/2015,karapakkam,11749
5396,Children's Family Services,Food Costs,11/23/2015,sipcot,15125
6090,Children's Family Services,Education CFR Administrative S,11/23/2015,medavakkam,3333
4193,Commissioning,Equipment and Materials Purcha,11/23/2015,medavakkam,11433
4568,Children's Family Services,Equipment and Materials Purcha,11/23/2015,sipcot,12994
6360,Children's Family Services,Food Costs,11/23/2015,pallikarnai,1363
7153,Children's Family Services,Education CFR Administrative S,11/24/2015,medavakkam,8071
6783,Children's Family Services,Equipment and Materials Purcha,11/25/2015,medavakkam,26893
5361,Children's Family Services,Equipment and Materials Purcha,11/25/2015,medavakkam,2184
5264,Children's Family Services,Equipment and Materials Purcha,11/25/2015,medavakkam,998
7557,Children's Family Services,Building Repairs & Maintenance,11/25/2015,karapakkam,3788
4275,Children's Education & Skills,Travelling Expenses,11/26/2015,sipcot,1385
6889,Children's Family Services,Equipment and Materials Purcha,11/26/2015,sipcot,694
5141,Children's Family Services,Food Costs,11/26/2015,karapakkam,1077
4462,Children's Family Services,Other Services,11/27/2015,medavakkam,8175
5138,Children's Family Services,Equipment and Materials Purcha,11/27/2015,pallikarnai,4387
4292,Streetscene,Equipment and Materials Purcha,11/27/2015,sipcot,4402
3282,Children's Family Services,Miscellaneous Expenses,11/28/2015,karapakkam,45300
4315,Children's Family Services,Building Repairs & Maintenance,11/28/2015,sipcot,7495
6212,Children's Family Services,Equipment and Materials Purcha,11/28/2015,medavakkam,5476
4321,Children's Service DSG,Equipment and Materials Purcha,11/28/2015,karapakkam,12160
5943,Children's Family Services,Equipment and Materials Purcha,11/28/2015,sipcot,425
6094,Children's Family Services,Education CFR Other Occupation,11/29/2015,pallikarnai,1582
4736,Children's Family Services,Other Agencies - Third Party P,11/29/2015,pallikarnai,844
5734,Children's Education & Skills,Equipment and Materials Purcha,11/29/2015,pallikarnai,2500
4905,Children's Family Services,Travelling Expenses,11/29/2015,medavakkam,2000
5709,Children's Family Services,Food Costs,11/29/2015,sipcot,18593
6876,Children's Family Services,Other Services,11/30/2015,karapakkam,749
5490,Children's Family Services,Other Services,11/30/2015,pallikarnai,2500
6392,Children's Family Services,Cleaning and domestic material,12/2/2015,sipcot,2630
5222,Children's Family Services,E19 - Learning Resources,12/2/2015,sipcot,24083
7309,Children's Family Services,E19 - Learning Resources,12/2/2015,sipcot,1329
6936,Children's Family Services,Building Repairs & Maintenance,12/2/2015,sipcot,5698
5639,Children's Family Services,Equipment and Materials Purcha,12/3/2015,medavakkam,4342
4939,Children's Family Services,Food Costs,12/4/2015,sipcot,16686
6725,Commissioning,Subscriptions,12/4/2015,medavakkam,17900
6127,Children's Family Services,Cleaning and domestic material,12/5/2015,sipcot,3380
6139,Children's Family Services,Stationery,12/5/2015,medavakkam,966
4393,Children's Education & Skills,Travelling Expenses,12/6/2015,sipcot,1385
5667,Children's Family Services,Other Services,12/7/2015,pallikarnai,6139
4309,Children's Family Services,Other Transfer Payments to Soc,12/8/2015,sipcot,3999
4145,Children's Family Services,Travelling Expenses,12/8/2015,karapakkam,2000
6914,Children's Family Services,Food Costs,12/9/2015,pallikarnai,18877
3125,Children's Family Services,Publications,12/9/2015,sipcot,55
5344,Children's Family Services,Education CFR Administrative S,12/9/2015,pallikarnai,1170
7295,Children's Education & Skills,Food Costs,12/9/2015,pallikarnai,29989
4785,Children's Family Services,Food Costs,12/9/2015,sipcot,150
4955,Children's Family Services,Cleaning and domestic material,12/9/2015,pallikarnai,8692
4253,Children's Family Services,Equipment and Materials Purcha,12/10/2015,karapakkam,271
5651,Streetscene,Equipment and Materials Purcha,12/11/2015,pallikarnai,3495
5926,Children's Family Services,Building Repairs & Maintenance,12/11/2015,sipcot,1924
4872,Children's Family Services,Food Costs,12/11/2015,sipcot,669
6129,Streetscene,Vehicle Running Costs,12/11/2015,medavakkam,20250
3082,Children's Family Services,Equipment and Materials Purcha,12/11/2015,pallikarnai,6243
5829,Children's Family Services,Food Costs,12/11/2015,pallikarnai,394
4788,Children's Family Services,Equipment and Materials Purcha,12/12/2015,pallikarnai,30668
5086,Children's Family Services,Other Agencies - Third Party P,12/12/2015,pallikarnai,4818
4805,Children's Family Services,Travelling Expenses,12/12/2015,medavakkam,2000
4169,Children's Family Services,Food Costs,12/12/2015,karapakkam,1530
6769,Children's Family Services,Equipment and Materials Purcha,12/13/2015,karapakkam,19794
6111,Children's Education & Skills,Equipment and Materials Purcha,12/13/2015,sipcot,5550
5048,Children's Education & Skills,Food Costs,12/13/2015,pallikarnai,6825
4531,Children's Family Services,Equipment and Materials Purcha,12/14/2015,medavakkam,6332
3234,Children's Family Services,Food Costs,12/14/2015,sipcot,458
5648,Streetscene,Books-CDs-Audio-Video,12/14/2015,sipcot,9081
5449,Children's Family Services,Food Costs,12/14/2015,medavakkam,15701
5478,Children's Family Services,Food Costs,12/15/2015,sipcot,1770
5635,Children's Family Services,Equipment and Materials Purcha,12/15/2015,medavakkam,9662
6618,Streetscene,Vehicle Running Costs,12/15/2015,sipcot,16750
6112,Children's Family Services,Travelling Expenses,12/16/2015,karapakkam,2000
4418,Children's Family Services,Other Services,12/16/2015,karapakkam,1082
5768,Children's Family Services,Books-CDs-Audio-Video,12/16/2015,pallikarnai,2900
6696,Children's Family Services,Stationery,12/16/2015,pallikarnai,11337
4912,Children's Service DSG,Equipment and Materials Purcha,12/17/2015,karapakkam,27930
5842,Children's Service DSG,Training,12/17/2015,medavakkam,3500
7268,Children's Family Services,Food Costs,12/18/2015,karapakkam,18176
5940,Children's Family Services,Equipment and Materials Purcha,12/18/2015,karapakkam,490
4158,Children's Family Services,Equipment and Materials Purcha,12/18/2015,pallikarnai,890
5120,Children's Family Services,Food Costs,12/19/2015,medavakkam,5412
5123,Children's Family Services,Equipment and Materials Purcha,12/19/2015,sipcot,5000
5843,Children's Family Services,Other Transfer Payments to Soc,12/19/2015,medavakkam,460
6980,Assurance,Miscellaneous Expenses,12/20/2015,sipcot,1510
4546,Children's Family Services,Food Costs,12/20/2015,medavakkam,1605
4625,Children's Family Services,Cleaning and domestic material,12/20/2015,medavakkam,2755
5441,Children's Family Services,Equipment and Materials Purcha,12/20/2015,karapakkam,811
7033,Children's Family Services,Equipment and Materials Purcha,12/20/2015,karapakkam,1949
4493,Children's Education & Skills,Travelling Expenses,12/20/2015,karapakkam,1385
6239,Children's Family Services,Equipment and Materials Purcha,12/21/2015,pallikarnai,5552
3130,Children's Education & Skills,Travelling Expenses,12/22/2015,karapakkam,1704
7003,Children's Family Services,Other Services,12/22/2015,medavakkam,3260
6571,Children's Family Services,Equipment and Materials Purcha,12/22/2015,pallikarnai,949
4496,Children's Family Services,Food Costs,12/23/2015,medavakkam,2167
6222,Children's Family Services,Food Costs,12/23/2015,medavakkam,12426
6808,Children's Family Services,Other Services,12/23/2015,medavakkam,6950
6068,Children's Family Services,Building Repairs & Maintenance,12/24/2015,pallikarnai,821
5495,Children's Family Services,Building Repairs & Maintenance,12/24/2015,medavakkam,4180
7459,Children's Family Services,Food Costs,12/25/2015,pallikarnai,15180
3285,Children's Family Services,Food Costs,12/25/2015,medavakkam,19502
6493,Children's Family Services,Books-CDs-Audio-Video,12/25/2015,karapakkam,190
3278,Assurance,Miscellaneous Expenses,12/25/2015,medavakkam,833
6752,Customer Support Group,Fees and Charges,12/26/2015,karapakkam,591840
5288,Children's Family Services,Other Transfer Payments to Soc,12/26/2015,pallikarnai,50000
6415,Children's Family Services,Other Services,12/26/2015,pallikarnai,2220
5697,Assurance,Pool Transport Charges,12/27/2015,karapakkam,2890
7064,Children's Service DSG,Training,12/27/2015,karapakkam,11200
4362,Children's Family Services,Equipment and Materials Purcha,12/27/2015,medavakkam,1983
4934,Children's Family Services,Other Services,12/27/2015,sipcot,298
4840,Children's Family Services,Equipment and Materials Purcha,12/27/2015,karapakkam,2700
5619,Children's Family Services,Other Transfer Payments to Soc,12/27/2015,sipcot,8660
6420,Children's Family Services,Other Transfer Payments to Soc,12/28/2015,medavakkam,400
5497,Parking & Infrastructure,Equipment and Materials Purcha,12/28/2015,karapakkam,15967
6763,Commissioning,Professional Services,12/28/2015,sipcot,72000
7200,Children's Family Services,Other Services,12/28/2015,pallikarnai,306
3055,Children's Education & Skills,Food Costs,12/29/2015,medavakkam,39772
7190,Assurance,Other Vehicle Costs,12/30/2015,sipcot,1150
6474,Children's Family Services,Publications,12/30/2015,medavakkam,60
5091,Children's Education & Skills,Equipment and Materials Purcha,12/31/2015,pallikarnai,25615
6406,Children's Family Services,Travelling Expenses,12/31/2015,sipcot,8260
6196,Children's Family Services,Cleaning and domestic material,12/31/2015,karapakkam,1150
4565,Children's Family Services,Cleaning and domestic material,12/31/2015,karapakkam,3110
5730,Commissioning,Equipment and Materials Purcha,1/1/2016,sipcot,29900
6612,Children's Family Services,Food Costs,1/1/2016,medavakkam,4995
6018,Children's Family Services,Cleaning and domestic material,1/2/2016,medavakkam,3150
7259,Children's Family Services,Education CFR Administrative S,1/2/2016,karapakkam,5250
4288,Children's Family Services,Travelling Expenses,1/2/2016,karapakkam,4000
4893,Children's Family Services,Other Services,1/2/2016,sipcot,299
5758,Children's Family Services,Books-CDs-Audio-Video,1/2/2016,medavakkam,2175
5267,Children's Family Services,Food Costs,1/2/2016,medavakkam,570
5968,Commissioning,Equipment and Materials Purcha,1/2/2016,pallikarnai,10400
6578,Children's Family Services,Stationery,1/3/2016,karapakkam,7062
5343,Children's Family Services,Other Agencies - Third Party P,1/3/2016,sipcot,833
7055,Streetscene,Equipment and Materials Purcha,1/3/2016,karapakkam,2000
6511,Children's Family Services,Food Costs,1/4/2016,sipcot,8146
6069,Children's Family Services,Publications,1/4/2016,medavakkam,60
6926,Children's Family Services,Equipment and Materials Purcha,1/4/2016,pallikarnai,3425
7318,Children's Family Services,Books-CDs-Audio-Video,1/5/2016,pallikarnai,4640
4171,Children's Family Services,General Office Expenses,1/6/2016,sipcot,7330
5963,Commissioning,Training,1/6/2016,medavakkam,87542
4786,Children's Family Services,Equipment and Materials Purcha,1/6/2016,sipcot,137
4849,Children's Family Services,Other Services,1/7/2016,medavakkam,3250
5697,Children's Family Services,Equipment and Materials Purcha,1/7/2016,medavakkam,19817
3105,Children's Family Services,Stationery,1/7/2016,medavakkam,4194
5095,Children's Family Services,Cleaning and domestic material,1/8/2016,karapakkam,3040
6267,Children's Family Services,Equipment and Materials Purcha,1/8/2016,pallikarnai,749
4681,Children's Education & Skills,Travelling Expenses,1/8/2016,karapakkam,2450
4675,Children's Family Services,Food Costs,1/9/2016,karapakkam,12517
5362,Children's Family Services,Equipment and Materials Purcha,1/9/2016,pallikarnai,1592
6509,Children's Family Services,Miscellaneous Expenses,1/9/2016,pallikarnai,6600
4659,Children's Family Services,Food Costs,1/9/2016,karapakkam,8410
5829,Children's Family Services,Travelling Expenses,1/10/2016,karapakkam,2000
4226,Commissioning,Subscriptions,1/10/2016,karapakkam,12000
5962,Children's Family Services,Equipment and Materials Purcha,1/11/2016,karapakkam,920
6565,Children's Family Services,Food Costs,1/11/2016,sipcot,17321
5257,Children's Education & Skills,Equipment and Materials Purcha,1/11/2016,karapakkam,16015
6426,Children's Family Services,Other Services,1/11/2016,medavakkam,2100
4843,Children's Family Services,Food Costs,1/11/2016,sipcot,3568
5638,Children's Family Services,Printing-Contract,1/12/2016,medavakkam,4893
6956,Children's Family Services,Food Costs,1/12/2016,sipcot,5457
6458,Children's Family Services,Miscellaneous Expenses,1/12/2016,pallikarnai,787
6350,Customer Support Group,Other Services,1/12/2016,sipcot,6350
6814,Children's Family Services,Food Costs,1/13/2016,pallikarnai,11680
4281,Children's Education & Skills,Travelling Expenses,1/13/2016,royapuram,485000
6719,Children's Family Services,Equipment and Materials Purcha,1/14/2016,sipcot,9750
7224,Assurance,Stationery,1/14/2016,pallikarnai,3696
5458,Commissioning,Equipment and Materials Purcha,1/14/2016,pallikarnai,1742
6971,Children's Education & Skills,Cleaning and domestic material,1/14/2016,karapakkam,14277
4636,Children's Family Services,Travelling Expenses,1/15/2016,pallikarnai,2000
5210,Children's Family Services,Equipment and Materials Purcha,1/16/2016,pallikarnai,1271
5656,Children's Family Services,Other Transfer Payments to Soc,1/16/2016,sipcot,3999
5609,Children's Family Services,Food Costs,1/16/2016,medavakkam,11635
5692,Children's Family Services,Food Costs,1/18/2016,pallikarnai,15832
6345,Children's Family Services,Equipment and Materials Purcha,1/18/2016,karapakkam,12498
3283,Children's Family Services,Food Costs,1/18/2016,karapakkam,833
4244,Children's Service DSG,Equipment and Materials Purcha,1/18/2016,medavakkam,4318
5806,Children's Family Services,Food Costs,1/19/2016,pallikarnai,12974
5690,Children's Family Services,Other Transfer Payments to Soc,1/19/2016,pallikarnai,2000
6907,Children's Family Services,Other Indirect Employee Expens,1/19/2016,pallikarnai,1667
6534,Children's Family Services,Other Transfer Payments to Soc,1/19/2016,pallikarnai,1299
5548,Children's Family Services,Building Repairs & Maintenance,1/21/2016,pallikarnai,3794
5767,Children's Family Services,Travelling Expenses,1/22/2016,pallikarnai,2000
5825,Children's Family Services,Equipment and Materials Purcha,1/22/2016,sipcot,15450
4696,Children's Family Services,Food Costs,1/22/2016,sipcot,9997
6652,Children's Family Services,Miscellaneous Expenses,1/22/2016,medavakkam,9444
6964,Children's Family Services,Equipment and Materials Purcha,1/23/2016,karapakkam,7558
5134,Children's Family Services,Other Transfer Payments to Soc,1/23/2016,pallikarnai,7500
4880,Children's Family Services,Food Costs,1/23/2016,sipcot,6060
5828,Children's Family Services,Food Costs,1/23/2016,karapakkam,3880
6992,Children's Family Services,Other Services,1/24/2016,sipcot,189
6605,Children's Family Services,Travelling Expenses,1/24/2016,sipcot,2000
5066,Children's Family Services,Equipment and Materials Purcha,1/24/2016,sipcot,10000
5075,Adults and Communities,Training,1/25/2016,pallikarnai,11242
6989,Children's Family Services,Cleaning and domestic material,1/25/2016,karapakkam,1596
6449,Children's Family Services,Postage,1/26/2016,pallikarnai,5400
6651,Children's Family Services,Other Services,1/26/2016,karapakkam,150
6065,Children's Family Services,Education CFR Administrative S,1/27/2016,medavakkam,9130
4579,Children's Family Services,Other Services,1/27/2016,sipcot,36010
4660,Children's Family Services,Cleaning and domestic material,1/28/2016,sipcot,4633
7040,Commissioning,Equipment and Materials Purcha,1/29/2016,sipcot,20833
4215,Children's Family Services,Food Costs,1/29/2016,karapakkam,31075
4360,Children's Family Services,Cleaning and domestic material,1/29/2016,pallikarnai,292
6716,Children's Family Services,Equipment and Materials Purcha,1/30/2016,karapakkam,13232
3164,Children's Family Services,Miscellaneous Expenses,1/30/2016,karapakkam,2000
4833,Children's Family Services,Postage,1/30/2016,medavakkam,5400
7648,Children's Family Services,Building Repairs & Maintenance,1/30/2016,karapakkam,1417
5842,Customer Support Group,Legal and Court Fees,1/30/2016,medavakkam,620700
6917,Children's Family Services,Other Services,1/30/2016,karapakkam,7000
5398,Children's Family Services,Food Costs,1/31/2016,sipcot,4510
4650,Children's Education & Skills,Travelling Expenses,2/1/2016,karapakkam,2450
5878,Children's Family Services,Other Services,2/1/2016,pallikarnai,23054
6312,Children's Service DSG,Equipment and Materials Purcha,2/1/2016,sipcot,2500
5151,Children's Family Services,Equipment and Materials Purcha,2/1/2016,medavakkam,30000
4500,Children's Family Services,Miscellaneous Expenses,2/2/2016,medavakkam,2340
5800,Children's Family Services,Miscellaneous Expenses,2/2/2016,pallikarnai,11256
7308,Children's Family Services,Miscellaneous Expenses,2/2/2016,medavakkam,2340
6956,Children's Family Services,Equipment and Materials Purcha,2/3/2016,sipcot,7500
6085,Children's Family Services,Training,2/3/2016,sipcot,12500
6134,Children's Family Services,Other Services,2/3/2016,pallikarnai,6950
6610,Children's Family Services,Education CFR Administrative S,2/3/2016,sipcot,1260
7149,Children's Service DSG,Equipment and Materials Purcha,2/3/2016,karapakkam,7467
3289,Children's Education & Skills,Travelling Expenses,2/3/2016,karapakkam,1385
5669,Children's Family Services,Cleaning and domestic material,2/4/2016,medavakkam,5546
7177,Children's Family Services,Food Costs,2/4/2016,pallikarnai,360
6461,Adults and Communities,Miscellaneous Expenses,2/4/2016,medavakkam,10500
7560,Children's Family Services,Equipment and Materials Purcha,2/4/2016,pallikarnai,8454
4164,Children's Family Services,Other Transfer Payments to Soc,2/4/2016,medavakkam,898
4509,Children's Family Services,Education CFR Administrative S,2/5/2016,pallikarnai,24915
7089,Children's Family Services,E19 - Learning Resources,2/5/2016,pallikarnai,4558
5900,Children's Family Services,Books-CDs-Audio-Video,2/5/2016,medavakkam,754
4345,Children's Family Services,Equipment and Materials Purcha,2/6/2016,sipcot,715
5486,Children's Education & Skills,Equipment and Materials Purcha,2/6/2016,karapakkam,8621
4510,Children's Family Services,E25 - Catering Supplies,2/7/2016,karapakkam,2705
4481,Children's Family Services,Publications,2/7/2016,pallikarnai,15100
5181,Children's Family Services,Other Transfer Payments to Soc,2/7/2016,pallikarnai,4800
4508,Children's Family Services,Food Costs,2/7/2016,sipcot,690
6977,Children's Family Services,Food Costs,2/8/2016,pallikarnai,500
5811,Children's Family Services,Cleaning and domestic material,2/8/2016,pallikarnai,4306
3047,Children's Education & Skills,Travelling Expenses,2/8/2016,pallikarnai,1704
5636,Children's Family Services,Food Costs,2/8/2016,pallikarnai,19
6503,Children's Family Services,Food Costs,2/9/2016,medavakkam,15019
5764,Children's Education & Skills,Food Costs,2/9/2016,medavakkam,1520
3041,Children's Family Services,Equipment and Materials Purcha,2/9/2016,karapakkam,1162
3066,Children's Family Services,Food Costs,2/9/2016,pallikarnai,11869
4251,Children's Family Services,Food Costs,2/9/2016,karapakkam,7997
5757,Children's Family Services,Books-CDs-Audio-Video,2/9/2016,karapakkam,1925
6241,Children's Family Services,Other Agencies - Third Party P,2/10/2016,medavakkam,76680
3104,Children's Family Services,Food Costs,2/10/2016,sipcot,21447
4139,Children's Family Services,Equipment and Materials Purcha,2/10/2016,karapakkam,6000
7166,Children's Family Services,Other Transfer Payments to Soc,2/11/2016,medavakkam,2184
